genome	fastbaps_group	n_contigs	N50	total_len	assembly_level	checkm_completeness	checkm_contamination	seq_tech	strain	isolate
GCF_054577265.1	9	32	101200	1900918	Scaffold	99.72		Illumina NovaSeq 6000	CGAS274	
GCF_054577285.1	10	36	99659	1853587	Scaffold	99.14		Illumina NovaSeq 6000	CGAS273	
GCF_054577305.1	14	31	248944	1929251	Scaffold	99.56		Illumina NovaSeq 6000	CGAS272	
GCF_054577325.1	10	37	99659	1853971	Scaffold	99.25		Illumina NovaSeq 6000	CGAS271	
GCF_054577345.1	9	32	123150	1900759	Scaffold	99.72		Illumina NovaSeq 6000	CGAS270	
GCF_054577365.1	5	19	195294	1813515	Scaffold	98.1		Illumina NovaSeq 6000	CGAS269	
GCF_054577385.1	10	35	99658	1821024	Scaffold	99.25		Illumina NovaSeq 6000	CGAS267	
GCF_054577405.1	9	33	123050	1900996	Scaffold	99.72		Illumina NovaSeq 6000	CGAS268	
GCF_054577505.1	9	32	123135	1905640	Scaffold	99.72		Illumina NovaSeq 6000	CGAS265	
GCF_054577525.1	9	30	123051	1900683	Scaffold	99.72		Illumina NovaSeq 6000	CGAS264	
GCF_054577545.1	10	38	102175	1853366	Scaffold	99.14		Illumina NovaSeq 6000	CGAS263	
GCF_054577565.1	9	28	123100	1861924	Scaffold	99.63		Illumina NovaSeq 6000	CGAS262	
GCF_054577585.1	9	26	123135	1906337	Scaffold	99.72		Illumina NovaSeq 6000	CGAS260	
GCF_054577605.1	9	30	101296	1901967	Scaffold	99.72		Illumina NovaSeq 6000	CGAS261	
GCF_054577625.1	9	26	123135	1906337	Scaffold	99.72		Illumina NovaSeq 6000	CGAS259	
GCF_054577685.1	9	34	123050	1900476	Scaffold	99.72		Illumina NovaSeq 6000	CGAS256	
GCF_054577705.1	5	18	178345	1774198	Scaffold	98.05		Illumina NovaSeq 6000	CGAS255	
GCF_054577725.1	5	18	162947	1774252	Scaffold	98.1		Illumina NovaSeq 6000	CGAS254	
GCF_054577745.1	12	23	226858	1789869	Scaffold	99.33		Illumina NovaSeq 6000	CGAS250	
GCF_054577765.1	6	17	205293	1854323	Scaffold	99.16		Illumina NovaSeq 6000	CGAS253	
GCF_054577785.1	9	29	123115	1861126	Scaffold	99.72		Illumina NovaSeq 6000	CGAS251	
GCF_054577805.1	9	30	101296	1901928	Scaffold	99.72		Illumina NovaSeq 6000	CGAS249	
GCF_054577825.1	10	35	99659	1852978	Scaffold	99.14		Illumina NovaSeq 6000	CGAS247	
GCF_054577845.1	5	16	178149	1773824	Scaffold	98.1		Illumina NovaSeq 6000	CGAS248	
GCF_054577865.1	10	31	99659	1826698	Scaffold	99.25		Illumina NovaSeq 6000	CGAS246	
GCF_054577885.1	10	33	99659	1821270	Scaffold	99.25		Illumina NovaSeq 6000	CGAS245	
GCF_054577905.1	10	36	99659	1854285	Scaffold	99.21		Illumina NovaSeq 6000	CGAS244	
GCF_054577925.1	10	40	99659	1850690	Scaffold	99.25		Illumina NovaSeq 6000	CGAS243	
GCF_054577945.1	9	27	123053	1906666	Scaffold	99.72		Illumina NovaSeq 6000	CGAS242	
GCF_054577965.1	10	39	99659	1854088	Scaffold	99.25		Illumina NovaSeq 6000	CGAS241	
GCF_054577985.1	10	32	99659	1821087	Scaffold	99.25		Illumina NovaSeq 6000	CGAS238	
GCF_054578005.1	10	39	99659	1854286	Scaffold	99.14		Illumina NovaSeq 6000	CGAS236	
GCF_054578025.1	10	35	99659	1852977	Scaffold	99.14		Illumina NovaSeq 6000	CGAS237	
GCF_054578045.1	10	29	99659	1826544	Scaffold	99.25		Illumina NovaSeq 6000	CGAS234	
GCF_054578065.1	10	36	99659	1853984	Scaffold	99.21		Illumina NovaSeq 6000	CGAS235	
GCF_054578085.1	10	36	99659	1852806	Scaffold	99.14		Illumina NovaSeq 6000	CGAS233	
GCF_054578105.1	9	31	123150	1901020	Scaffold	99.72		Illumina NovaSeq 6000	CGAS231	
GCF_054578125.1	10	28	99659	1825920	Scaffold	99.04		Illumina NovaSeq 6000	CGAS232	
GCF_054578145.1	9	32	123050	1900575	Scaffold	99.72		Illumina NovaSeq 6000	CGAS230	
GCF_054578165.1	9	26	123083	1906392	Scaffold	99.72		Illumina NovaSeq 6000	CGAS229	
GCF_054578185.1	9	30	123050	1900313	Scaffold	99.71		Illumina NovaSeq 6000	CGAS228	
GCF_054578205.1	15	45	156614	1916745	Scaffold	99.25	0.08	Illumina NovaSeq 6000	CGAS227	
GCF_054578225.1	10	35	99611	1853076	Scaffold	99.1		Illumina NovaSeq 6000	CGAS224	
GCF_054578245.1	6	32	175687	1827598	Scaffold	99.16		Illumina NovaSeq 6000	CGAS226	
GCF_054578265.1	9	27	123119	1863668	Scaffold	99.72		Illumina NovaSeq 6000	CGAS223	
GCF_054578285.1	11	26	234590	1796433	Scaffold	99.24		Illumina NovaSeq 6000	CGAS225	
GCF_054578305.1	9	31	123051	1900665	Scaffold	99.72		Illumina NovaSeq 6000	CGAS222	
GCF_054578325.1	9	27	118102	1898598	Scaffold	99.71		Illumina NovaSeq 6000	CGAS221	
GCF_054578345.1	10	39	99659	1854234	Scaffold	99.14		Illumina NovaSeq 6000	CGAS220	
GCF_054578365.1	5	16	178295	1774412	Scaffold	97.87		Illumina NovaSeq 6000	CGAS219	
GCF_054578385.1	10	38	99659	1854142	Scaffold	99.14		Illumina NovaSeq 6000	CGAS218	
GCF_054578405.1	10	35	99659	1853420	Scaffold	99.25		Illumina NovaSeq 6000	CGAS217	
GCF_054578425.1	5	16	178585	1774200	Scaffold	98.1		Illumina NovaSeq 6000	CGAS216	
GCF_054578445.1	9	31	123051	1900825	Scaffold	99.72		Illumina NovaSeq 6000	CGAS215	
GCF_054578465.1	12	36	180283	1835746	Scaffold	98.84	0.08	Illumina NovaSeq 6000	CGAS214	
GCF_054578485.1	9	39	100132	1901067	Scaffold	99.72		Illumina NovaSeq 6000	CGAS213	
GCF_054578505.1	9	27	123035	1902515	Scaffold	99.72		Illumina NovaSeq 6000	CGAS212	
GCF_054578525.1	9	34	101296	1900973	Scaffold	99.56		Illumina NovaSeq 6000	CGAS210	
GCF_054578545.1	10	40	178324	1802396	Scaffold	99.01		Illumina NovaSeq 6000	CGAS211	
GCF_054578565.1	9	26	123083	1818875	Scaffold	99.61		Illumina NovaSeq 6000	CGAS209	
GCF_054578585.1	9	34	123074	1862994	Scaffold	99.72		Illumina NovaSeq 6000	CGAS207	
GCF_054578605.1	12	19	274695	1772224	Scaffold	98.83	0.33	Illumina NovaSeq 6000	CGAS208	
GCF_054578625.1	10	33	112422	1816823	Scaffold	99.25		Illumina NovaSeq 6000	CGAS206	
GCF_054578645.1	1	34	156727	1897696	Scaffold	98.94	0.27	Illumina NovaSeq 6000	CGAS205	
GCF_054578665.1	1	32	163226	1884339	Scaffold	99.67	0.27	Illumina NovaSeq 6000	CGAS204	
GCF_054578685.1	1	55	162995	1866184	Scaffold	99.59		Illumina NovaSeq 6000	CGAS203	
GCF_054578705.1	10	32	99839	1849185	Scaffold	99.25		Illumina NovaSeq 6000	CGAS202	
GCF_054578725.1	9	32	101284	1902034	Scaffold	99.72		Illumina NovaSeq 6000	CGAS201	
GCF_054578745.1	9	33	117837	1863774	Scaffold	99.72		Illumina NovaSeq 6000	CGAS199	
GCF_054578765.1	9	30	101296	1901742	Scaffold	99.72		Illumina NovaSeq 6000	CGAS198	
GCF_054578785.1	7	31	243530	1853014	Scaffold	99.3		Illumina NovaSeq 6000	CGAS200	
GCF_054578805.1	9	30	101295	1901944	Scaffold	99.72		Illumina NovaSeq 6000	CGAS197	
GCF_054578825.1	10	36	101083	1828286	Scaffold	99.25		Illumina NovaSeq 6000	CGAS195	
GCF_054578845.1	10	35	99062	1819104	Scaffold	99.21		Illumina NovaSeq 6000	CGAS196	
GCF_054578865.1	14	22	162857	1817255	Scaffold	98.37		Illumina NovaSeq 6000	CGAS194	
GCF_054578885.1	12	26	271070	1842094	Scaffold	99.01	0.08	Illumina NovaSeq 6000	CGAS192	
GCF_054578905.1	5	19	162947	1776305	Scaffold	98.1		Illumina NovaSeq 6000	CGAS193	
GCF_054578925.1	10	36	99659	1853154	Scaffold	98.75		Illumina NovaSeq 6000	CGAS191	
GCF_054578935.1	10	29	148567	1782876	Scaffold	99.25		Illumina NovaSeq 6000	CGAS190	
GCF_054578985.1	10	40	99743	1854152	Scaffold	99.25		Illumina NovaSeq 6000	CGAS188	
GCF_054579005.1	10	39	99659	1854333	Scaffold	99.25		Illumina NovaSeq 6000	CGAS187	
GCF_054579025.1	10	42	99659	1852949	Scaffold	99.25		Illumina NovaSeq 6000	CGAS186	
GCF_054579045.1	10	39	99659	1852870	Scaffold	99.25		Illumina NovaSeq 6000	CGAS185	
GCF_054579065.1	10	37	99659	1852938	Scaffold	99.25		Illumina NovaSeq 6000	CGAS183	
GCF_054579085.1	10	38	99659	1852436	Scaffold	99.25		Illumina NovaSeq 6000	CGAS184	
GCF_054579105.1	6	32	175681	1827587	Scaffold	99.16		Illumina NovaSeq 6000	CGAS180	
GCF_054579125.1	10	29	99659	1825823	Scaffold	99.25		Illumina NovaSeq 6000	CGAS181	
GCF_054579145.1	12	59	102330	1862870	Scaffold	99.28		Illumina NovaSeq 6000	CGAS182	
GCF_054579165.1	1	61	162910	1881033	Scaffold	99.59		Illumina NovaSeq 6000	CGAS178	
GCF_054579185.1	15	41	143801	1834956	Scaffold	98.81		Illumina NovaSeq 6000	CGAS179	
GCF_054579205.1	10	46	99434	1853380	Scaffold	99.25		Illumina NovaSeq 6000	CGAS177	
GCF_054579225.1	10	31	148568	1815111	Scaffold	99.14		Illumina NovaSeq 6000	CGAS176	
GCF_054579245.1	10	34	99659	1821359	Scaffold	99.15		Illumina NovaSeq 6000	CGAS175	
GCF_054579265.1	10	28	162826	1860811	Scaffold	99.34		Illumina NovaSeq 6000	CGAS174	
GCF_054579285.1	10	33	99659	1852652	Scaffold	99.25		Illumina NovaSeq 6000	CGAS173	
GCF_054579305.1	10	33	99659	1852713	Scaffold	99.25		Illumina NovaSeq 6000	CGAS172	
GCF_054579325.1	10	34	99743	1852768	Scaffold	99.25		Illumina NovaSeq 6000	CGAS171	
GCF_054579345.1	10	33	99743	1852725	Scaffold	99.25		Illumina NovaSeq 6000	CGAS170	
GCF_054579365.1	9	36	101296	1901001	Scaffold	99.13		Illumina NovaSeq 6000	CGAS168	
GCF_054579405.1	9	36	101296	1900901	Scaffold	99.13		Illumina NovaSeq 6000	CGAS167	
GCF_054579425.1	12	29	177044	1888888	Scaffold	98.33	0.49	Illumina NovaSeq 6000	CGAS166	
GCF_054579445.1	9	31	123146	1901053	Scaffold	99.69		Illumina NovaSeq 6000	CGAS165	
GCF_054579465.1	1	28	184127	1846568	Scaffold	99.52		Illumina NovaSeq 6000	CGAS164	
GCF_054579485.1	9	27	123215	1863850	Scaffold	99.72		Illumina NovaSeq 6000	CGAS162	
GCF_054579505.1	5	21	155996	1801788	Scaffold	98.1		Illumina NovaSeq 6000	CGAS161	
GCF_054579525.1	10	34	99659	1760022	Scaffold	98.81		Illumina NovaSeq 6000	CGAS160	
GCF_054579545.1	10	36	99839	1821028	Scaffold	98.58		Illumina NovaSeq 6000	CGAS159	
GCF_054579565.1	10	38	87709	1854642	Scaffold	99.25		Illumina NovaSeq 6000	CGAS158	
GCF_054579585.1	9	31	123215	1861294	Scaffold	99.72		Illumina NovaSeq 6000	CGAS157	
GCF_054579605.1	6	24	205310	1890259	Scaffold	99.13	0.08	Illumina NovaSeq 6000	CGAS155	
GCF_054579625.1	10	32	99659	1820968	Scaffold	99.25		Illumina NovaSeq 6000	CGAS156	
GCF_054579645.1	10	34	99659	1853478	Scaffold	99.25		Illumina NovaSeq 6000	CGAS154	
GCF_054579665.1	5	16	162947	1747547	Scaffold	98.1		Illumina NovaSeq 6000	CGAS153	
GCF_054579685.1	10	38	99659	1854353	Scaffold	99.25		Illumina NovaSeq 6000	CGAS152	
GCF_054579705.1	5	16	162946	1794050	Scaffold	97.98		Illumina NovaSeq 6000	CGAS151	
GCF_054579725.1	6	24	205310	1890092	Scaffold	99.13	0.08	Illumina NovaSeq 6000	CGAS150	
GCF_054579745.1	15	45	143422	1850334	Scaffold	98.81		Illumina NovaSeq 6000	CGAS149	
GCF_054579765.1	10	27	148741	1882092	Scaffold	98.65	0.04	Illumina NovaSeq 6000	CGAS148	
GCF_054579785.1	7	29	243530	1853147	Scaffold	99.3		Illumina NovaSeq 6000	CGAS147	
GCF_054579805.1	9	27	122974	1863452	Scaffold	99.72		Illumina NovaSeq 6000	CGAS145	
GCF_054579825.1	9	30	101296	1902071	Scaffold	99.72		Illumina NovaSeq 6000	CGAS146	
GCF_054579845.1	12	19	202006	1774150	Scaffold	98.8		Illumina NovaSeq 6000	CGAS144	
GCF_054579865.1	10	40	99659	1821821	Scaffold	99.25		Illumina NovaSeq 6000	CGAS143	
GCF_054579885.1	10	34	148568	1816226	Scaffold	99.25		Illumina NovaSeq 6000	CGAS142	
GCF_054579905.1	10	37	99839	1854222	Scaffold	99.25		Illumina NovaSeq 6000	CGAS139	
GCF_054579925.1	5	21	178407	1787084	Scaffold	98.1		Illumina NovaSeq 6000	CGAS141	
GCF_054579945.1	10	35	99659	1853036	Scaffold	99.25		Illumina NovaSeq 6000	CGAS140	
GCF_054579965.1	10	34	99839	1821259	Scaffold	98.58		Illumina NovaSeq 6000	CGAS137	
GCF_054579985.1	15	39	144214	1879702	Scaffold	99.17	0.08	Illumina NovaSeq 6000	CGAS138	
GCF_054580005.1	10	35	99659	1853293	Scaffold	99.25		Illumina NovaSeq 6000	CGAS135	
GCF_054580025.1	10	37	99659	1853588	Scaffold	99.25		Illumina NovaSeq 6000	CGAS136	
GCF_054580045.1	10	37	99839	1853830	Scaffold	99.25		Illumina NovaSeq 6000	CGAS134	
GCF_054580065.1	9	26	122990	1906389	Scaffold	99.72		Illumina NovaSeq 6000	CGAS133	
GCF_054580085.1	10	36	99659	1821196	Scaffold	99.25		Illumina NovaSeq 6000	CGAS131	
GCF_054580105.1	10	34	99659	1852852	Scaffold	99.14		Illumina NovaSeq 6000	CGAS130	
GCF_054580125.1	9	28	122990	1906426	Scaffold	99.72		Illumina NovaSeq 6000	CGAS129	
GCF_054580145.1	11	22	308419	1796329	Scaffold	99.24		Illumina NovaSeq 6000	CGAS128	
GCF_054580165.1	10	41	99658	1854314	Scaffold	99.25		Illumina NovaSeq 6000	CGAS127	
GCF_054580185.1	9	34	123150	1900771	Scaffold	99.68		Illumina NovaSeq 6000	CGAS126	
GCF_054580205.1	11	22	258390	1796572	Scaffold	99.24		Illumina NovaSeq 6000	CGAS125	
GCF_054580225.1	5	18	162947	1793592	Scaffold	98.1		Illumina NovaSeq 6000	CGAS124	
GCF_054580245.1	11	28	192305	1795603	Scaffold	99.24		Illumina NovaSeq 6000	CGAS123	
GCF_054580265.1	10	38	99839	1854108	Scaffold	99.14		Illumina NovaSeq 6000	CGAS122	
GCF_054580285.1	9	30	123150	1902131	Scaffold	99.72		Illumina NovaSeq 6000	CGAS121	
GCF_054580305.1	9	27	123050	1898505	Scaffold	99.72		Illumina NovaSeq 6000	CGAS120	
GCF_054580325.1	10	37	99743	1853250	Scaffold	99.25		Illumina NovaSeq 6000	CGAS119	
GCF_054580345.1	3	34	209987	1908527	Scaffold	99.03		Illumina NovaSeq 6000	CGAS118	
GCF_054580365.1	15	38	144084	1835287	Scaffold	98.81		Illumina NovaSeq 6000	CGAS117	
GCF_054580385.1	5	16	230637	1764691	Scaffold	97.65		Illumina NovaSeq 6000	CGAS115	
GCF_054580405.1	5	20	162947	1773987	Scaffold	98.1		Illumina NovaSeq 6000	CGAS116	
GCF_054580425.1	5	17	216917	1816308	Scaffold	97.62		Illumina NovaSeq 6000	CGAS114	
GCF_054580445.1	9	31	123035	1900711	Scaffold	99.72		Illumina NovaSeq 6000	CGAS113	
GCF_054580465.1	3	26	209987	1908855	Scaffold	99.03		Illumina NovaSeq 6000	CGAS112	
GCF_054580485.1	1	60	162908	1882222	Scaffold	99.59		Illumina NovaSeq 6000	CGAS111	
GCF_054580505.1	9	33	123150	1900871	Scaffold	99.72		Illumina NovaSeq 6000	CGAS110	
GCF_054580525.1	10	39	99659	1853573	Scaffold	99.14		Illumina NovaSeq 6000	CGAS109	
GCF_054580545.1	9	33	142901	1863675	Scaffold	99.67		Illumina NovaSeq 6000	CGAS108	
GCF_054580565.1	5	19	162915	1774923	Scaffold	98.1		Illumina NovaSeq 6000	CGAS107	
GCF_054580585.1	9	41	101284	1901542	Scaffold	99.31		Illumina NovaSeq 6000	CGAS106	
GCF_054580605.1	9	36	123150	1901083	Scaffold	99.72		Illumina NovaSeq 6000	CGAS105	
GCF_054580625.1	5	21	178401	1816580	Scaffold	98.06		Illumina NovaSeq 6000	CGAS104	
GCF_054580645.1	6	29	193854	1786170	Scaffold	99.38		Illumina NovaSeq 6000	CGAS103	
GCF_054580665.1	9	28	123150	1899125	Scaffold	99.72		Illumina NovaSeq 6000	CGAS102	
GCF_054580685.1	4	18	270813	1861811	Scaffold	99.44	0.35	Illumina NovaSeq 6000	CGAS101	
GCF_054580705.1	9	41	101317	1901299	Scaffold	99.72		Illumina NovaSeq 6000	CGAS100	
GCF_054580725.1	10	38	99743	1854263	Scaffold	99.25		Illumina NovaSeq 6000	CGAS098	
GCF_054580745.1	9	34	101296	1900569	Scaffold	99.72		Illumina NovaSeq 6000	CGAS099	
GCF_054580765.1	15	28	206276	1829980	Scaffold	99.59		Illumina NovaSeq 6000	CGAS097	
GCF_054580785.1	9	35	123134	1905312	Scaffold	99.72		Illumina NovaSeq 6000	CGAS095	
GCF_054580805.1	10	40	98792	1852232	Scaffold	99.25		Illumina NovaSeq 6000	CGAS096	
GCF_054580825.1	1	29	183793	1847149	Scaffold	99.46		Illumina NovaSeq 6000	CGAS094	
GCF_054580845.1	10	37	99659	1853570	Scaffold	99.14		Illumina NovaSeq 6000	CGAS092	
GCF_054580855.1	12	35	134813	1793953	Scaffold	98.98		Illumina NovaSeq 6000	CGAS093	
GCF_054580885.1	9	30	101296	1901909	Scaffold	99.72		Illumina NovaSeq 6000	CGAS091	
GCF_054580905.1	10	38	99743	1887703	Scaffold	99.14		Illumina NovaSeq 6000	CGAS090	
GCF_054580925.1	10	38	99659	1853629	Scaffold	99.14		Illumina NovaSeq 6000	CGAS089	
GCF_054580945.1	9	30	101296	1901809	Scaffold	99.72		Illumina NovaSeq 6000	CGAS088	
GCF_054580965.1	6	39	175692	1859361	Scaffold	99.28		Illumina NovaSeq 6000	CGAS087	
GCF_054580985.1	12	50	80491	1865966	Scaffold	98.92	0.17	Illumina NovaSeq 6000	CGAS086	
GCF_054581005.1	10	35	99659	1821100	Scaffold	99.21		Illumina NovaSeq 6000	CGAS085	
GCF_054581025.1	10	31	149134	1815031	Scaffold	99.14		Illumina NovaSeq 6000	CGAS084	
GCF_054581045.1	4	14	270003	1832385	Scaffold	99.28	0.35	Illumina NovaSeq 6000	CGAS082	
GCF_054581065.1	10	36	99659	1853270	Scaffold	99.25		Illumina NovaSeq 6000	CGAS083	
GCF_054581085.1	10	33	99659	1848487	Scaffold	99.14		Illumina NovaSeq 6000	CGAS081	
GCF_054581105.1	9	34	122964	1900976	Scaffold	99.68		Illumina NovaSeq 6000	CGAS080	
GCF_054581125.1	9	32	123050	1900824	Scaffold	99.72		Illumina NovaSeq 6000	CGAS079	
GCF_054581145.1	1	38	148585	1876042	Scaffold	99.63		Illumina NovaSeq 6000	CGAS078	
GCF_054581165.1	5	16	178453	1774434	Scaffold	98.1		Illumina NovaSeq 6000	CGAS077	
GCF_054581185.1	12	22	285220	1866724	Scaffold	99.14	0.08	Illumina NovaSeq 6000	CGAS076	
GCF_054581205.1	10	41	99743	1854319	Scaffold	99.14		Illumina NovaSeq 6000	CGAS075	
GCF_054581225.1	10	37	99659	1853762	Scaffold	99.25		Illumina NovaSeq 6000	CGAS074	
GCF_054581245.1	5	16	162947	1794098	Scaffold	98.1		Illumina NovaSeq 6000	CGAS073	
GCF_054581265.1	7	29	234358	1852529	Scaffold	99.17		Illumina NovaSeq 6000	CGAS072	
GCF_054581285.1	4	14	278171	1864657	Scaffold	99.44	0.35	Illumina NovaSeq 6000	CGAS070	
GCF_054581305.1	4	14	295948	1874372	Scaffold	99.44	0.35	Illumina NovaSeq 6000	CGAS071	
GCF_054581325.1	10	41	99658	1854339	Scaffold	99.25		Illumina NovaSeq 6000	CGAS069	
GCF_054581345.1	5	20	155817	1753765	Scaffold	97.76		Illumina NovaSeq 6000	CGAS068	
GCF_054581365.1	12	28	182645	1796829	Scaffold	98.69	0.08	Illumina NovaSeq 6000	CGAS067	
GCF_054581385.1	12	37	162984	1795980	Scaffold	98.69	0.08	Illumina NovaSeq 6000	CGAS066	
GCF_054581405.1	11	25	258462	1795737	Scaffold	99.24		Illumina NovaSeq 6000	CGAS065	
GCF_054581425.1	10	37	99659	1849277	Scaffold	99.25		Illumina NovaSeq 6000	CGAS064	
GCF_054581445.1	12	25	162979	1853833	Scaffold	99.0	0.24	Illumina NovaSeq 6000	CGAS063	
GCF_054581465.1	10	37	99659	1849017	Scaffold	99.25		Illumina NovaSeq 6000	CGAS062	
GCF_054581485.1	12	17	225861	1752838	Scaffold	99.62		Illumina NovaSeq 6000	CGAS061	
GCF_054581505.1	5	18	178502	1777634	Scaffold	98.1		Illumina NovaSeq 6000	CGAS060	
GCF_054581545.1	10	34	99611	1853356	Scaffold	99.14		Illumina NovaSeq 6000	CGAS058	
GCF_054581565.1	9	40	101296	1901023	Scaffold	99.72		Illumina NovaSeq 6000	CGAS057	
GCF_054581585.1	12	32	183643	1887535	Scaffold	98.48	0.49	Illumina NovaSeq 6000	CGAS056	
GCF_054581605.1	10	32	148568	1816410	Scaffold	99.25		Illumina NovaSeq 6000	CGAS055	
GCF_054581625.1	10	36	99744	1853184	Scaffold	99.14		Illumina NovaSeq 6000	CGAS054	
GCF_054581665.1	9	34	123065	1901099	Scaffold	99.72		Illumina NovaSeq 6000	CGAS052	
GCF_054581685.1	10	28	162824	1782772	Scaffold	99.25		Illumina NovaSeq 6000	CGAS051	
GCF_054581705.1	10	37	99659	1853072	Scaffold	99.14		Illumina NovaSeq 6000	CGAS050	
GCF_054581725.1	10	33	162824	1751998	Scaffold	99.14		Illumina NovaSeq 6000	CGAS049	
GCF_054581745.1	15	38	159086	1850218	Scaffold	98.81		Illumina NovaSeq 6000	CGAS048	
GCF_054581765.1	15	54	143735	1872956	Scaffold	98.81		Illumina NovaSeq 6000	CGAS047	
GCF_054581785.1	10	38	99658	1854415	Scaffold	99.25		Illumina NovaSeq 6000	CGAS046	
GCF_054581805.1	9	35	100417	1900518	Scaffold	99.72		Illumina NovaSeq 6000	CGAS045	
GCF_054581825.1	14	14	295934	1930698	Scaffold	99.62		Illumina NovaSeq 6000	CGAS044	
GCF_054581845.1	15	42	161061	1916746	Scaffold	99.28	0.08	Illumina NovaSeq 6000	CGAS043	
GCF_054581865.1	15	33	91941	1866229	Scaffold	99.33		Illumina NovaSeq 6000	CGAS041	
GCF_054581885.1	10	39	99659	1854369	Scaffold	99.14		Illumina NovaSeq 6000	CGAS042	
GCF_054581905.1	10	36	99659	1854027	Scaffold	99.14		Illumina NovaSeq 6000	CGAS040	
GCF_054581925.1	7	28	250233	1853009	Scaffold	99.17		Illumina NovaSeq 6000	CGAS039	
GCF_054581945.1	7	25	227676	1887986	Scaffold	99.3		Illumina NovaSeq 6000	CGAS038	
GCF_054581965.1	9	34	123118	1863111	Scaffold	99.72		Illumina NovaSeq 6000	CGAS037	
GCF_054581985.1	10	40	99659	1852464	Scaffold	99.25		Illumina NovaSeq 6000	CGAS036	
GCF_054582005.1	10	32	99659	1820949	Scaffold	99.25		Illumina NovaSeq 6000	CGAS035	
GCF_054582025.1	10	37	99659	1853943	Scaffold	99.14		Illumina NovaSeq 6000	CGAS034	
GCF_054582045.1	11	24	175551	1935001	Scaffold	98.19	0.17	Illumina NovaSeq 6000	CGAS033	
GCF_054582065.1	10	36	99743	1853431	Scaffold	99.14		Illumina NovaSeq 6000	CGAS031	
GCF_054582085.1	10	33	148568	1816719	Scaffold	99.25		Illumina NovaSeq 6000	CGAS032	
GCF_054582105.1	10	39	99659	1852061	Scaffold	99.25		Illumina NovaSeq 6000	CGAS030	
GCF_054582125.1	9	31	101296	1902000	Scaffold	99.72		Illumina NovaSeq 6000	CGAS029	
GCF_054582145.1	10	33	99839	1820499	Scaffold	99.25		Illumina NovaSeq 6000	CGAS028	
GCF_054582165.1	10	37	99659	1854225	Scaffold	99.14		Illumina NovaSeq 6000	CGAS027	
GCF_054582185.1	9	28	123216	1902822	Scaffold	99.72		Illumina NovaSeq 6000	CGAS026	
GCF_054582205.1	10	45	122247	1887555	Scaffold	99.47		Illumina NovaSeq 6000	CGAS025	
GCF_054582225.1	10	47	121389	1887395	Scaffold	99.47		Illumina NovaSeq 6000	CGAS024	
GCF_054582245.1	9	31	101296	1902169	Scaffold	99.72		Illumina NovaSeq 6000	CGAS023	
GCF_054582265.1	10	33	99659	1821153	Scaffold	99.25		Illumina NovaSeq 6000	CGAS022	
GCF_054582285.1	9	32	123050	1900634	Scaffold	99.56		Illumina NovaSeq 6000	CGAS021	
GCF_054582305.1	9	31	123053	1905606	Scaffold	99.72		Illumina NovaSeq 6000	CGAS020	
GCF_054582325.1	10	37	99659	1854300	Scaffold	99.25		Illumina NovaSeq 6000	CGAS019	
GCF_054582345.1	9	31	123050	1900541	Scaffold	99.61		Illumina NovaSeq 6000	CGAS018	
GCF_054582365.1	9	30	101284	1902070	Scaffold	99.72		Illumina NovaSeq 6000	CGAS017	
GCF_054582385.1	9	33	123215	1863115	Scaffold	99.72		Illumina NovaSeq 6000	CGAS016	
GCF_054582405.1	10	40	99659	1854119	Scaffold	99.25		Illumina NovaSeq 6000	CGAS015	
GCF_054582425.1	9	32	123050	1900964	Scaffold	99.72		Illumina NovaSeq 6000	CGAS014	
GCF_054582445.1	10	37	99659	1853944	Scaffold	99.25		Illumina NovaSeq 6000	CGAS013	
GCF_054582465.1	9	31	123050	1900591	Scaffold	99.61		Illumina NovaSeq 6000	CGAS012	
GCF_054582485.1	5	18	162946	1773831	Scaffold	98.1		Illumina NovaSeq 6000	CGAS011	
GCF_054582505.1	14	26	162859	1806759	Scaffold	97.94	0.4	Illumina NovaSeq 6000	CGAS010	
GCF_054582525.1	10	32	149134	1811242	Scaffold	99.14		Illumina NovaSeq 6000	CGAS009	
GCF_054582545.1	10	39	99743	1853549	Scaffold	99.14		Illumina NovaSeq 6000	CGAS008	
GCF_054582565.1	10	33	148568	1818451	Scaffold	99.25		Illumina NovaSeq 6000	CGAS007	
GCF_054582585.1	10	41	99839	1854023	Scaffold	99.25		Illumina NovaSeq 6000	CGAS006	
GCF_054582625.1	10	28	131082	1834837	Scaffold	99.25		Illumina NovaSeq 6000	CGAS004	
GCF_054582645.1	10	30	131082	1834345	Scaffold	99.25		Illumina NovaSeq 6000	CGAS003	
GCF_054582665.1	9	33	123050	1900580	Scaffold	99.72		Illumina NovaSeq 6000	CGAS002	
GCF_054582685.1	10	33	99659	1849868	Scaffold	99.14		Illumina NovaSeq 6000	CGAS001	
GCF_055179635.1	14	1	1837693	1837693	Complete Genome	98.78	0.07	Oxford Nanopore GridION	DJR5XW	
GCF_055361585.1	15	1	1933860	1933860	Chromosome	99.24	0.11	PacBio RSII; Illumina	Carrier10	
GCF_055361625.1	1	1	1887610	1887610	Complete Genome	99.49		PacBio RSII; Illumina	Carrier9	
GCF_055361645.1	5	1	1779818	1779818	Chromosome	98.1	0.49	PacBio RSII; Illumina	Carrier8	
